notifying_member,year,vigilance_index,vigilance_index_3y_ma,intensity_core,intensity_core_per_1m,intensity_core_per_10m,intensity_scaled,intensity_scaled_3y_ma,ban_flow,banflow_scaled,banflow_scaled_3y_ma,breadth,breadth_3y_ma,breadth_vectors,breadth_targets,total_notices,tier1_count,tier2_count,tier3_count,tier1_prop,tier1_prop_3y_ma,tier2_prop,tier2_prop_3y_ma,tier3_prop,tier3_prop_3y_ma,sps_engagement,sps_engagement_3y_ma,n_regular,n_emergency,n_regular_addenda,n_emergency_addenda,n_total,cum_n_regular,cum_n_emergency,cum_n_regular_addenda,cum_n_emergency_addenda,cum_n_total,cum_total_notices,population,n_total_per_1m,n_total_per_10m,cum_total_per_1m,cum_total_per_10m,contaminants,pathogens,pests,biotechnology,plant_health,animal_health,human_health
Ecuador,2014,14.88766678440256,16.42501841994464,6.5,0.40536013316766367,4.053601331676637,4.93591858748946,5.549780810405577,1.0,2.7777777777777777,6.481481481481482,58.4714059890504,58.29549268371806,60.759044865988145,56.18376711211266,32,2,0,30,0.0625,0.12439869835880023,0.0,0.0,0.9375,0.8756013016411998,30,23.666666666666668,22.0,1.0,8.0,1.0,32.0,142.0,14.0,21.0,3.0,180.0,180.0,16035124.0,1.9956191171331135,19.956191171331135,11.225357533873764,112.25357533873763,0.44999999999999996,2.0,4.05,0.0,4.5,2.0,0.0
Ecuador,2015,13.935510217499498,17.13854837099042,5.35,0.3289023728615582,3.2890237286155823,4.004921063624366,5.920353574507884,3.0,8.333333333333332,8.333333333333334,46.08314536100933,57.78861297897603,40.748017474542095,51.41827324747656,13,4,0,9,0.3076923076923077,0.20941894127378,0.0,0.0,0.6923076923076923,0.79058105872622,9,20.666666666666668,9.0,3.0,0.0,1.0,13.0,151.0,17.0,21.0,4.0,193.0,193.0,16266225.0,0.7992020275140668,7.992020275140667,11.865076254631914,118.65076254631914,0.0,4.0,1.3499999999999999,0.0,1.3499999999999999,4.0,0.0
Ecuador,2016,8.648956770519824,12.490711257473961,2.75,0.16661477373804606,1.6661477373804607,2.028805724473687,3.656548458529171,0.0,0.0,3.7037037037037037,38.679970972533326,47.744840774197684,34.20192178195208,43.15802016311458,16,0,1,15,0.0,0.1233974358974359,0.0625,0.020833333333333332,0.9375,0.8557692307692307,15,18.0,15.0,0.0,1.0,0.0,16.0,166.0,17.0,22.0,4.0,209.0,209.0,16505139.0,0.9693950472031772,9.693950472031771,12.662722804091501,126.62722804091501,0.0,0.5,2.25,0.0,2.25,0.5,0.0
Ecuador,2017,16.91957312678062,13.168013371599981,9.2,0.5489417685555296,5.489417685555296,6.684258409156057,4.239328399084703,3.0,8.333333333333332,5.5555555555555545,54.974950879968645,46.5793557378371,48.61040281799879,61.339498941938494,25,6,1,18,0.24,0.18256410256410258,0.04,0.03416666666666667,0.72,0.7832692307692307,18,14.0,17.0,2.0,3.0,3.0,25.0,183.0,19.0,25.0,7.0,234.0,234.0,16759519.0,1.491689588466113,14.916895884661129,13.962214548042816,139.62214548042817,0.0,5.5,3.6999999999999997,0.0,3.6999999999999997,5.5,0.0
Ecuador,2018,6.918657829858304,10.829062575719583,2.4,0.14076620334839396,1.4076620334839396,1.7140573597312136,3.4757071644536524,0.0,0.0,2.7777777777777772,30.73666008989629,41.463860647466085,27.17822215997981,34.29509801981277,16,0,0,16,0.0,0.08,0.0,0.03416666666666667,1.0,0.8858333333333334,16,16.333333333333332,12.0,0.0,4.0,0.0,16.0,195.0,19.0,29.0,7.0,250.0,250.0,17049547.0,0.9384413556559597,9.384413556559597,14.66314618212437,146.6314618212437,0.0,0.3,2.1,0.0,2.1,0.3,0.0
Ecuador,2019,19.755632502260184,14.531287819633036,7.3,0.42099141633104137,4.209914163310414,5.1262548707087925,4.508190213198688,3.0,8.333333333333332,5.5555555555555545,72.66075571887279,52.790788896245914,64.40728653043593,80.91422490730967,20,3,5,12,0.15,0.13,0.25,0.09666666666666668,0.6,0.7733333333333334,12,15.333333333333334,10.0,1.0,9.0,0.0,20.0,205.0,20.0,38.0,7.0,270.0,270.0,17340021.0,1.15340114063299,11.5340114063299,15.570915398545365,155.70915398545364,0.5,3.15,3.65,0.0,3.8,3.0,0.5
Ecuador,2020,4.439985894500076,10.371425408872854,4.05,0.2308209846481248,2.308209846481248,2.8106207179383857,3.216977649459464,0.0,0.0,2.7777777777777772,15.876032857139007,39.75781622196937,-0.0,31.752065714278014,27,0,0,27,0.0,0.049999999999999996,0.0,0.08333333333333336,1.0,0.8666666666666666,27,18.333333333333332,23.0,0.0,4.0,0.0,27.0,228.0,20.0,42.0,7.0,297.0,297.0,17546065.0,1.538806564320832,15.388065643208321,16.926872207529154,169.26872207529152,0.0,0.0,4.05,0.0,3.5999999999999996,0.44999999999999996,0.0
Ecuador,2021,7.631636646541866,10.609085014434042,5.55,0.3138704616451993,3.1387046164519923,3.8218831082178615,3.919586232288346,1.0,2.7777777777777777,3.7037037037037037,24.697835128108032,37.744874568039954,21.83852272885445,27.557147527361614,29,1,1,27,0.034482758620689655,0.061494252873563214,0.034482758620689655,0.09482758620689657,0.9310344827586207,0.8436781609195402,27,22.0,28.0,0.0,1.0,0.0,29.0,256.0,20.0,43.0,7.0,326.0,326.0,17682454.0,1.6400438536415816,16.400438536415816,18.436355044384676,184.36355044384678,0.5,0.0,5.05,0.0,5.05,0.5,0.0
Ecuador,2022,4.867589471362061,5.646404004134667,1.5,0.08415668021420905,0.8415668021420905,1.024744389352439,2.552416071836229,0.0,0.0,0.9259259259259259,22.032272480767315,20.868713488671457,44.06454496153463,-0.0,10,0,0,10,0.0,0.011494252873563218,0.0,0.011494252873563237,1.0,0.9770114942528735,10,21.333333333333332,10.0,0.0,0.0,0.0,10.0,266.0,20.0,43.0,7.0,336.0,336.0,17823897.0,0.5610445347613936,5.610445347613936,18.851096367982827,188.51096367982828,0.0,0.44999999999999996,1.05,0.0,1.5,0.0,0.0
Ecuador,2023,4.7731589967034775,5.757461704869134,6.8,0.3781962519305389,3.7819625193053894,4.6051541749683516,3.1505938908462174,1.0,2.7777777777777777,1.8518518518518519,8.643086978727485,18.45773152920095,7.642461391994295,9.643712565460676,34,2,0,32,0.058823529411764705,0.03110209601081812,0.0,0.011494252873563237,0.9411764705882353,0.9574036511156186,32,23.0,34.0,0.0,0.0,0.0,34.0,300.0,20.0,43.0,7.0,370.0,370.0,17980083.0,1.8909812596526947,18.909812596526947,20.578325472691088,205.78325472691088,0.0,0.15,6.6499999999999995,0.0,6.6499999999999995,0.15,0.0
Ecuador,2024,10.479544050674042,6.706764172913194,5.1499999999999995,0.28397376677912756,2.839737667791276,3.4578422472165955,3.029246937179129,0.0,0.0,0.9259259259259259,44.617575197132865,25.09764488554256,38.56524961545222,50.669900778813506,32,0,1,31,0.0,0.0196078431372549,0.03125,0.010416666666666685,0.96875,0.9699754901960785,31,24.333333333333332,32.0,0.0,0.0,0.0,32.0,332.0,20.0,43.0,7.0,402.0,402.0,18135478.0,1.7644971916372978,17.644971916372977,22.166495969943554,221.66495969943554,0.3,0.5,4.35,0.0,5.1499999999999995,0.5,0.5
Ecuador,2025,14.511860853374172,9.921521300250562,1.9,0.10476702075346456,1.0476702075346456,1.275708790235249,3.112901737473399,0.0,0.0,0.9259259259259259,69.68895948884155,40.983207221567305,39.48746268312612,99.89045629455697,7,1,0,6,0.14285714285714285,0.06722689075630252,0.0,0.010416666666666685,0.8571428571428571,0.9223564425770308,6,23.0,7.0,0.0,0.0,0.0,7.0,339.0,20.0,43.0,7.0,409.0,409.0,18135478.0,0.3859837606706589,3.859837606706589,22.552479730614213,225.52479730614215,1.45,0.0,0.44999999999999996,0.0,0.8999999999999999,1.0,1.0
Egypt,2005,14.719033463667321,,2.8,,,0.0,,2.0,5.555555555555555,,63.87294509611438,,33.8470934890443,93.89879670318446,5,2,1,2,0.4,,0.2,,0.4,,2,,4.0,1.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,5.0,5.0,,,,,,0.5,2.3,0.0,0.0,0.5,1.3,1.0
Egypt,2006,17.84223023394634,16.28063184880683,12.65,,,0.0,0.0,10.0,27.77777777777778,16.666666666666668,40.60004005862059,52.236492577367486,29.023603776868455,52.17647634037272,23,10,2,11,0.43478260869565216,0.4173913043478261,0.08695652173913043,0.14347826086956522,0.4782608695652174,0.4391304347826087,11,6.5,8.0,10.0,5.0,0.0,23.0,12.0,11.0,5.0,0.0,28.0,28.0,,,,,,0.65,11.35,0.65,0.0,1.15,10.5,1.0
Egypt,2007,12.734095291803168,15.098452996472275,5.3,,,0.0,0.0,4.0,11.11111111111111,14.814814814814815,44.2260320145714,49.56633905643546,44.368979896967666,44.083084132175145,8,4,2,2,0.5,0.4449275362318841,0.25,0.17898550724637682,0.25,0.3760869565217391,2,5.0,6.0,2.0,0.0,0.0,8.0,18.0,13.0,5.0,0.0,36.0,36.0,,,,,,0.5,4.3,0.5,0.0,1.0,4.3,0.0
Egypt,2008,0.9722222222222221,10.516182582657242,1.15,,,0.0,0.0,1.0,2.7777777777777777,13.888888888888888,-0.0,28.275357357730666,-0.0,-0.0,2,1,0,1,0.5,0.47826086956521735,0.0,0.11231884057971014,0.5,0.40942028985507245,1,4.666666666666667,2.0,0.0,0.0,0.0,2.0,20.0,13.0,5.0,0.0,38.0,38.0,,,,,,0.0,1.15,0.0,0.0,0.0,1.15,0.0
Egypt,2009,11.310979619493372,8.339099044506254,5.0,,,0.0,0.0,1.0,2.7777777777777777,5.5555555555555545,51.69378698635575,31.97327300030905,57.83898247235197,45.54859150035952,6,4,2,0,0.6666666666666666,0.5555555555555556,0.3333333333333333,0.19444444444444442,0.0,0.25,0,1.0,4.0,1.0,1.0,0.0,6.0,24.0,14.0,6.0,0.0,44.0,44.0,,,,,,0.5,3.5,1.0,0.0,1.0,4.0,0.0
Egypt,2010,4.465723985503895,5.582975275739829,2.65,,,0.0,0.0,1.0,2.7777777777777777,2.7777777777777777,17.467508816408362,23.053765267588034,34.935017632816724,-0.0,4,2,1,1,0.5,0.5555555555555556,0.25,0.19444444444444442,0.25,0.25,1,0.6666666666666666,3.0,0.0,1.0,0.0,4.0,27.0,14.0,7.0,0.0,48.0,48.0,,,,,,0.5,0.0,2.15,0.0,2.65,0.0,0.0
Egypt,2011,8.848893464533402,8.208532356510224,4.3,,,0.0,0.0,0.0,0.0,1.8518518518518519,44.244467322667006,37.801921041810374,39.12220647033444,49.36672817499957,6,4,0,2,0.6666666666666666,0.6111111111111112,0.0,0.19444444444444442,0.3333333333333333,0.19444444444444442,2,1.0,4.0,0.0,2.0,0.0,6.0,31.0,14.0,9.0,0.0,54.0,54.0,,,,,,0.0,1.0,3.3,0.0,3.3,1.0,0.0
Egypt,2012,7.9769997501682495,7.097205733401849,1.95,,,0.0,0.0,1.0,2.7777777777777777,1.8518518518518519,35.023887639730134,32.2452879262685,30.96910973393819,39.078665545522085,5,1,1,3,0.2,0.45555555555555566,0.2,0.15,0.6,0.39444444444444443,3,2.0,5.0,0.0,0.0,0.0,5.0,36.0,14.0,9.0,0.0,59.0,59.0,,,,,,0.3,1.65,0.0,0.0,0.3,1.65,0.0
Egypt,2013,5.960168741940256,7.595353985547303,3.65,,,0.0,0.0,0.0,0.0,0.9259259259259259,29.80084370970128,36.35639955736614,59.60168741940256,-0.0,6,2,3,1,0.3333333333333333,0.4000000000000001,0.5,0.2333333333333333,0.16666666666666666,0.3666666666666667,1,2.0,3.0,0.0,3.0,0.0,6.0,39.0,14.0,12.0,0.0,65.0,65.0,,,,,,0.15,2.0,1.5,0.0,3.65,0.0,0.0
Egypt,2014,14.0685276658732,9.335232052660569,3.15,,,0.0,0.0,0.0,0.0,0.9259259259259259,70.342638329366,45.05578989293247,45.07991177028355,95.60536488844843,4,3,0,1,0.75,0.4277777777777778,0.0,0.2333333333333333,0.25,0.33888888888888896,1,1.6666666666666667,2.0,0.0,2.0,0.0,4.0,41.0,14.0,14.0,0.0,69.0,69.0,,,,,,2.15,0.0,1.0,0.0,1.15,2.0,1.0
Egypt,2015,11.417582685291706,10.482093031035054,8.2,,,0.0,0.0,1.0,2.7777777777777777,0.9259259259259259,52.22680231534741,50.79009478480489,26.747184954855335,77.70641967583948,25,4,3,18,0.16,0.41444444444444445,0.12,0.20666666666666667,0.72,0.3788888888888889,18,6.666666666666667,11.0,1.0,13.0,0.0,25.0,52.0,15.0,27.0,0.0,94.0,94.0,,,,,,7.2,1.0,0.0,0.0,1.65,1.05,5.5
Egypt,2016,2.4684720518702505,9.318194134345053,1.95,,,0.0,0.0,0.0,0.0,0.9259259259259259,12.342360259351253,44.970600301354885,-0.0,24.684720518702505,5,1,1,3,0.2,0.37000000000000005,0.2,0.10666666666666667,0.6,0.5233333333333333,3,7.333333333333333,2.0,0.0,3.0,0.0,5.0,54.0,15.0,30.0,0.0,99.0,99.0,,,,,,1.95,0.0,0.0,0.0,0.0,0.15,1.8
Egypt,2017,3.255262694055487,5.713772477072482,1.3,,,0.0,0.0,0.0,0.0,0.9259259259259259,16.276313470277433,26.94849201499203,-0.0,32.552626940554866,3,1,0,2,0.3333333333333333,0.23111111111111116,0.0,0.10666666666666667,0.6666666666666666,0.6622222222222222,2,7.666666666666667,2.0,0.0,1.0,0.0,3.0,56.0,15.0,31.0,0.0,102.0,102.0,,,,,,1.3,0.0,0.0,0.0,0.15,0.0,1.15
Egypt,2018,10.408415099040633,5.377383281655457,1.7,,,0.0,0.0,0.0,0.0,0.0,52.042075495203164,26.886916408277283,21.52759335052197,82.55655763988436,9,0,1,8,0.0,0.1777777777777778,0.1111111111111111,0.1037037037037037,0.8888888888888888,0.7185185185185184,8,4.333333333333333,6.0,0.0,3.0,0.0,9.0,62.0,15.0,34.0,0.0,111.0,111.0,,,,,,1.5499999999999998,0.0,0.15,0.0,0.6,0.15,0.95
Egypt,2019,12.932597995235557,8.865425262777226,5.9,,,0.0,0.0,0.0,0.0,0.0,64.66298997617778,44.32712631388612,73.33614254832897,55.98983740402659,13,3,4,6,0.23076923076923078,0.18803418803418812,0.3076923076923077,0.1396011396011396,0.46153846153846156,0.6723646723646723,6,5.333333333333333,7.0,0.0,6.0,0.0,13.0,69.0,15.0,40.0,0.0,124.0,124.0,,,,,,2.9,2.0,1.0,0.0,1.8,0.0,4.1
Egypt,2020,10.027403854329748,11.122805649535314,7.8,,,0.0,0.0,0.0,0.0,0.0,50.13701927164873,55.614028247676565,17.17598705037007,83.0980514929274,31,0,9,22,0.0,0.07692307692307697,0.2903225806451613,0.23637533314952672,0.7096774193548387,0.6867015899273964,22,12.0,23.0,0.0,8.0,0.0,31.0,92.0,15.0,48.0,0.0,155.0,155.0,,,,,,7.3,0.0,0.5,0.0,0.8,3.1999999999999997,4.9
Egypt,2021,9.177255793331096,10.7124192142988,4.65,,,0.0,0.0,0.0,0.0,0.0,45.886278966655475,53.56209607149399,10.27962540925416,81.49293252405678,15,2,2,11,0.13333333333333333,0.12136752136752142,0.13333333333333333,0.24378274055693408,0.7333333333333333,0.6348497380755446,11,13.0,11.0,0.0,4.0,0.0,15.0,103.0,15.0,52.0,0.0,170.0,170.0,,,,,,4.5,0.0,0.15,0.0,0.6,1.75,3.6
Egypt,2022,7.897241637603096,9.033967095087979,4.35,,,0.0,0.0,1.0,2.7777777777777777,0.9259259259259259,34.62509707690437,43.54946510506952,-0.0,69.25019415380874,13,2,2,9,0.15384615384615385,0.09572649572649576,0.15384615384615385,0.19250068927488284,0.6923076923076923,0.7117728149986213,9,14.0,7.0,0.0,6.0,0.0,13.0,110.0,15.0,58.0,0.0,183.0,183.0,,,,,,4.35,0.0,0.0,0.0,0.3,1.45,3.9
Egypt,2023,9.999999999999998,9.024832476978064,0.3,,,0.0,0.0,0.0,0.0,0.9259259259259259,49.999999999999986,43.503792014519945,-0.0,99.99999999999997,2,0,0,2,0.0,0.09572649572649576,0.0,0.09572649572649572,1.0,0.8085470085470087,2,7.333333333333333,0.0,0.0,2.0,0.0,2.0,110.0,15.0,60.0,0.0,185.0,185.0,,,,,,0.3,0.0,0.0,0.0,0.15,0.15,0.15
Egypt,2024,11.603248569151848,9.833496735584982,6.1,,,0.0,0.0,0.0,0.0,0.9259259259259259,58.01624284575924,47.547113307554525,34.03968876851604,81.99279692300243,29,0,5,24,0.0,0.05128205128205132,0.1724137931034483,0.10875331564986739,0.8275862068965517,0.8399646330680813,24,11.666666666666666,17.0,0.0,12.0,0.0,29.0,127.0,15.0,72.0,0.0,214.0,214.0,,,,,,5.0,1.1,0.0,0.0,0.95,1.5,4.25
Egypt,2025,6.2957500644643405,9.299666211205396,2.45,,,0.0,0.0,0.0,0.0,0.0,31.4787503223217,46.49833105602698,-0.0,62.9575006446434,7,0,4,3,0.0,0.0,0.5714285714285714,0.24794745484400657,0.42857142857142855,0.7520525451559935,3,9.666666666666666,2.0,0.0,5.0,0.0,7.0,129.0,15.0,77.0,0.0,221.0,221.0,,,,,,2.45,0.0,0.0,0.0,1.3,0.0,1.45
El Salvador,1996,15.141497909546041,,2.0,0.34451360363641,3.4451360363641,4.1950131764156025,,2.0,5.555555555555555,,56.54648767857287,,50.0,63.09297535714574,2,2,0,0,1.0,,0.0,,0.0,,0,,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,5805286.0,0.34451360363641,3.4451360363641,0.34451360363641,3.4451360363641,0.0,1.0,1.0,0.0,1.0,1.0,0.0
El Salvador,1997,1.9097546726649628,8.525626291105501,1.0,0.17109875169772737,1.7109875169772737,2.0834054454283124,3.1392093109219577,1.0,2.7777777777777777,4.166666666666666,-0.0,28.273243839286437,-0.0,-0.0,1,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,3.0,5844578.0,0.17109875169772737,1.7109875169772737,0.5132962550931821,5.132962550931821,0.0,1.0,0.0,0.0,0.0,1.0,0.0
El Salvador,1998,19.257457054075605,12.102903212095535,2.25,0.38260224279734273,3.8260224279734274,4.658804276288924,3.6457409660442797,0.0,0.0,2.7777777777777772,85.80497564872795,47.45048777576694,72.82823810654772,98.78171319090818,15,0,0,15,0.0,0.6666666666666666,0.0,0.0,1.0,0.3333333333333333,15,5.0,15.0,0.0,0.0,0.0,15.0,15.0,3.0,0.0,0.0,18.0,18.0,5880781.0,2.5506816186489516,25.506816186489516,3.060817942378742,30.60817942378742,0.6,1.2,0.44999999999999996,0.0,0.75,1.05,0.75
El Salvador,1999,21.15591475214879,14.107708826296452,3.5,0.5918260369637633,5.9182603696376335,7.206444091040903,4.64955127091938,2.0,5.555555555555555,2.7777777777777772,79.84285233367969,55.21594266080255,76.00323375907756,83.68247090828181,12,2,0,10,0.16666666666666666,0.3888888888888889,0.0,0.0,0.8333333333333334,0.6111111111111112,10,8.333333333333334,9.0,2.0,1.0,0.0,12.0,24.0,5.0,1.0,0.0,30.0,30.0,5913900.0,2.0291178410186173,20.29117841018617,5.0727946025465425,50.72794602546543,0.75,1.6,1.15,0.0,1.75,1.6,0.3
El Salvador,2000,15.196191776103266,18.536521194109216,2.15,0.3617478714923496,3.617478714923496,4.404868404129176,5.423372257153002,2.0,5.555555555555555,3.7037037037037037,56.347782749003464,73.99853691047036,49.82429949433915,62.87126600366778,3,2,0,1,0.6666666666666666,0.27777777777777773,0.0,0.0,0.3333333333333333,0.7222222222222222,1,8.666666666666666,0.0,2.0,1.0,0.0,3.0,24.0,7.0,2.0,0.0,33.0,33.0,5943366.0,0.5047644718497901,5.047644718497902,5.552409190347692,55.52409190347692,0.0,1.15,1.0,0.0,1.0,1.15,0.0
El Salvador,2001,4.607271297169281,13.653125941807112,0.6,0.10053518228704135,1.0053518228704135,1.2241792774969265,4.278497257555669,0.0,0.0,3.7037037037037037,20.28195311147832,52.15752939805382,40.56390622295664,-0.0,4,0,0,4,0.0,0.27777777777777773,0.0,0.0,1.0,0.7222222222222223,4,5.0,4.0,0.0,0.0,0.0,4.0,28.0,7.0,2.0,0.0,37.0,37.0,5968060.0,0.6702345485802756,6.7023454858027565,6.19966957436755,61.9966957436755,0.15,0.44999999999999996,0.0,0.0,0.0,0.0,0.6
El Salvador,2002,17.393780454386324,12.39908117588629,3.4,0.5679321140721718,5.679321140721718,6.915496737123725,4.181514806249942,1.0,2.7777777777777777,2.7777777777777772,66.54792350229212,47.72588645425797,49.21716015492339,83.87868684966084,17,1,0,16,0.058823529411764705,0.24183006535947713,0.0,0.0,0.9411764705882353,0.7581699346405228,16,7.0,9.0,1.0,7.0,0.0,17.0,37.0,8.0,9.0,0.0,54.0,54.0,5986631.0,2.839660570360859,28.39660570360859,9.02009828232273,90.20098282322729,0.0,1.95,1.45,0.0,1.75,1.5,0.3
El Salvador,2003,13.962693066412161,11.987914939322588,4.95,0.8251926824913617,8.251926824913618,10.048062368493216,6.062579461037956,0.0,0.0,0.9259259259259259,47.20532500295107,44.67840053890717,36.297507264718675,58.11314274118347,10,2,5,3,0.2,0.08627450980392158,0.5,0.16666666666666666,0.3,0.7470588235294118,3,7.666666666666667,8.0,0.0,2.0,0.0,10.0,45.0,8.0,11.0,0.0,64.0,64.0,5998599.0,1.6670559242249732,16.67055924224973,10.669157915039829,106.69157915039828,3.95,1.0,0.0,0.0,0.0,3.95,2.0
El Salvador,2004,14.75286871732374,15.36978074604074,3.65,0.6078601142344019,6.078601142344018,7.401685047310898,8.121748050975947,1.0,2.7777777777777777,1.8518518518518519,52.249441119058055,55.33422987476708,44.946889260406664,59.551992977709446,7,1,5,1,0.14285714285714285,0.13389355742296918,0.7142857142857143,0.4047619047619048,0.14285714285714285,0.461344537815126,1,6.666666666666667,5.0,0.0,2.0,0.0,7.0,50.0,8.0,13.0,0.0,71.0,71.0,6004671.0,1.165759123189264,11.657591231892638,11.824128249491105,118.24128249491105,2.5,1.15,0.0,0.0,0.0,1.5,2.65
El Salvador,2005,16.878957607135092,15.19817313029033,5.65,0.9407920436634076,9.407920436634075,11.455672512717744,9.635139976173953,2.0,5.555555555555555,2.7777777777777772,48.897302659838324,49.45068959394914,8.838834850902739,88.9557704687739,10,2,7,1,0.2,0.18095238095238098,0.7,0.638095238095238,0.1,0.18095238095238095,1,1.6666666666666667,5.0,0.0,5.0,0.0,10.0,55.0,8.0,18.0,0.0,81.0,81.0,6005578.0,1.665118661351164,16.651186613511637,13.487461156944427,134.87461156944428,5.5,0.0,0.15,0.0,1.15,3.5,4.5
El Salvador,2006,14.911618409993512,15.51448157815078,2.45,0.40817557347418554,4.081755734741856,4.970201150089617,7.94251957003942,1.0,2.7777777777777777,3.7037037037037037,58.514028351154806,53.220257376683726,62.97540845925113,54.052648243058485,5,2,0,3,0.4,0.24761904761904763,0.0,0.47142857142857136,0.6,0.2809523809523809,3,1.6666666666666667,1.0,1.0,3.0,0.0,5.0,56.0,9.0,21.0,0.0,86.0,86.0,6002319.0,0.8330113744371134,8.330113744371134,14.32779564031835,143.2779564031835,1.3,0.15,1.0,0.0,2.0,0.3,0.15
El Salvador,2007,7.493647308416226,13.094741108514944,1.5,0.24959133578620604,2.4959133578620607,3.0391802567172963,6.488351306508219,0.0,0.0,2.7777777777777772,30.63008096446721,46.01380399182011,-0.0,61.26016192893442,3,0,3,0,0.0,0.20000000000000004,1.0,0.5666666666666665,0.0,0.23333333333333336,0,1.3333333333333333,1.0,0.0,2.0,0.0,3.0,57.0,9.0,23.0,0.0,89.0,89.0,6009824.0,0.4991826715724121,4.991826715724121,14.809085923314893,148.09085923314893,1.5,0.0,0.0,0.0,0.0,1.0,1.5
El Salvador,2008,21.28432954914698,14.563198422518907,7.8,1.2936831607399668,12.936831607399668,15.75269553401632,7.920692313607745,1.0,2.7777777777777777,1.8518518518518519,66.11697168308707,51.75369366623636,49.61992501666111,82.61401834951305,12,5,5,2,0.4166666666666667,0.2722222222222222,0.4166666666666667,0.47222222222222215,0.16666666666666666,0.25555555555555554,2,1.6666666666666667,2.0,1.0,9.0,0.0,12.0,59.0,10.0,32.0,0.0,101.0,101.0,6029297.0,1.990281785753795,19.90281785753795,16.751538363427777,167.51538363427775,4.3,3.5,0.0,0.0,1.0,3.65,6.15
El Salvador,2009,11.518743827877028,13.432240228480078,0.8,0.13226903057878117,1.3226903057878117,1.6105904679900533,6.800822086241223,0.0,0.0,0.9259259259259259,53.969890586407516,50.23898107798726,47.72170014624825,60.218081026566786,3,0,1,2,0.0,0.1388888888888889,0.3333333333333333,0.5833333333333334,0.6666666666666666,0.27777777777777773,2,1.3333333333333333,3.0,0.0,0.0,0.0,3.0,62.0,10.0,32.0,0.0,104.0,104.0,6048279.0,0.4960088646704294,4.9600886467042935,17.194973975241552,171.94973975241552,0.5,0.3,0.0,0.0,0.5,0.3,0.0
El Salvador,2010,17.11078530647859,16.637952894500867,4.25,0.700366777961814,7.00366777961814,8.528104059932227,8.630463353979534,0.0,0.0,0.9259259259259259,66.36569239754543,62.15085155568001,49.15302774008013,83.57835705501073,10,2,3,5,0.2,0.20555555555555557,0.3,0.3499999999999999,0.5,0.4444444444444444,5,3.0,5.0,0.0,5.0,0.0,10.0,67.0,10.0,37.0,0.0,114.0,114.0,6068249.0,1.647921830498386,16.47921830498386,18.7863088676816,187.863088676816,2.45,1.8,0.0,0.0,0.65,2.1,3.65
El Salvador,2011,10.552585178286119,13.060704770880578,2.8,0.45976052716142046,4.597605271614205,5.598331819353757,5.245675449092013,0.0,0.0,0.0,40.16667929788464,53.500754093945865,29.919009948359516,50.41434864740976,6,1,3,2,0.16666666666666666,0.12222222222222223,0.5,0.3777777777777777,0.3333333333333333,0.49999999999999994,2,3.0,5.0,0.0,1.0,0.0,6.0,72.0,10.0,38.0,0.0,120.0,120.0,6090127.0,0.9852011296316152,9.852011296316153,19.704022592632306,197.04022592632305,2.5,0.15,0.15,0.0,0.8,0.0,2.5
El Salvador,2012,20.889156205393096,16.184175563385935,5.45,0.8914004391578311,8.91400439157831,10.854249435317662,8.326895104867882,2.0,5.555555555555555,1.8518518518518519,70.30149757527852,58.9446230902362,49.75382660532115,90.84916854523588,11,2,6,3,0.18181818181818182,0.1828282828282828,0.5454545454545454,0.44848484848484843,0.2727272727272727,0.3686868686868687,3,3.3333333333333335,7.0,2.0,2.0,0.0,11.0,79.0,12.0,40.0,0.0,131.0,131.0,6113975.0,1.7991568496763561,17.991568496763563,21.426322482509335,214.26322482509332,2.95,2.5,0.0,0.0,1.0,3.3,2.15
El Salvador,2013,12.26289450331927,14.56821196233283,1.1,0.1791869765602258,1.791869765602258,2.1818927316017844,6.211491328757735,0.0,0.0,1.8518518518518519,56.405213870492325,55.62446358121849,42.26754683112182,70.54288090986283,5,0,1,4,0.0,0.11616161616161617,0.2,0.41515151515151505,0.8,0.46868686868686865,4,3.0,3.0,0.0,2.0,0.0,5.0,82.0,12.0,42.0,0.0,136.0,136.0,6138839.0,0.8144862570919355,8.144862570919354,22.154026192900645,221.54026192900645,0.8,0.3,0.0,0.0,0.15,0.8,0.15
El Salvador,2014,12.643080359846937,15.265043689519766,1.75,0.28395469381165367,2.839546938116537,3.457610002831985,5.497917389917144,1.0,2.7777777777777777,2.7777777777777772,50.574668181751605,59.09379320917415,49.261406801712575,51.887929561790635,6,1,0,5,0.16666666666666666,0.11616161616161617,0.0,0.2484848484848484,0.8333333333333334,0.6353535353535354,5,4.0,5.0,1.0,0.0,0.0,6.0,87.0,13.0,42.0,0.0,142.0,142.0,6162955.0,0.9735589502113839,9.73558950211384,23.040895155002755,230.40895155002755,0.75,1.0,0.0,0.0,0.0,1.3,0.44999999999999996
